,period_me1,period_me2,period_sig,return,pnl,drawdown (%),drawdown (abs)
390,12,20,9,682.5975,136519.5,22.156501683313767,8934.0
391,12,20,11,652.2087500000001,130441.75,22.065524778640878,8934.000000000015
392,12,20,13,639.24875,127849.75,25.870439643191684,10564.0
393,12,20,15,627.6350000000002,125527.0,24.152848756694496,9854.0
394,12,20,17,627.7462500000001,125549.25,25.782370789797778,10154.000000000004
395,12,20,19,618.7825000000001,123756.5,26.50751076445486,10203.999999999975
396,12,22,3,479.92250000000007,95984.5,40.05345024495629,34807.750000000044
397,12,22,5,607.7225000000001,121544.5,28.0450894055309,26384.75
398,12,22,7,643.8875000000002,128777.5,24.64030984494113,9033.999999999993
399,12,22,9,701.6700000000001,140334.0,22.18056779671533,8933.999999999985
400,12,22,11,671.50625,134301.25,21.241972118993203,8673.999999999982
401,12,22,13,627.4800000000001,125496.0,24.02551818416936,9753.999999999996
402,12,22,15,627.9962500000001,125599.25,25.28480894455723,10154.000000000022
403,12,22,17,650.0100000000001,130002.0,25.54486600809881,9903.999999999996
404,12,22,19,623.5575000000001,124711.5,26.318640220783564,10204.000000000004
405,12,24,3,486.6100000000001,97322.0,38.37964787897663,34807.74999999995
406,12,24,5,626.6212500000001,125324.25,27.1596526350959,25809.750000000073
407,12,24,7,666.0525000000001,133210.5,22.18056779671533,8933.999999999985
408,12,24,9,655.4362500000002,131087.25,21.991790617672923,8934.0
409,12,24,11,657.54875,131509.75,20.800553456963204,8493.749999999996
410,12,24,13,637.7087500000001,127541.75,25.4113642904514,10154.000000000018
411,12,24,15,652.3850000000001,130477.0,25.332514835277266,9903.999999999996
412,12,24,17,642.2887499999999,128457.75,26.234060057589453,10203.999999999989
413,12,24,19,645.7162500000001,129143.25,27.313459433313845,10729.000000000018
414,12,26,3,626.7237500000001,125344.75,28.12032696597689,25809.750000000087
415,12,26,5,642.0062500000001,128401.25,24.53339298446739,8774.000000000004
416,12,26,7,677.7225000000001,135544.5,21.384324729527084,21109.74999999997
417,12,26,9,676.38125,135276.25,20.908078302984062,8493.750000000007
418,12,26,11,632.15375,126430.75,20.555660995365386,8393.749999999989
419,12,26,13,621.4337500000001,124286.75,26.105512134923885,10153.999999999993
420,12,26,15,642.4137499999999,128482.75,26.169786096256693,10179.0
421,12,26,17,645.5912500000001,129118.25,27.313459433313845,10729.000000000018
422,12,26,19,639.2262500000002,127845.25,26.994937164298065,10504.000000000022
423,12,28,3,636.9475,127389.5,27.65629143862862,25809.74999999994
424,12,28,5,647.2262500000002,129445.25,23.261944212414612,8493.750000000011
425,12,28,7,693.5962499999999,138719.25,20.908078302984062,8493.750000000007
426,12,28,9,676.38125,135276.25,20.908078302984062,8493.750000000007
427,12,28,11,631.9124999999999,126382.5,21.62933752962175,8693.75
428,12,28,13,649.1350000000001,129827.0,25.46277252159605,9903.999999999996
429,12,28,15,642.8412500000001,128568.25,25.976935414067885,10204.000000000011
430,12,28,17,639.8887500000001,127977.75,26.994937164298065,10504.000000000022
431,12,28,19,650.9425000000001,130188.5,23.884634165146146,9293.750000000018
432,15,6,3,169.38999999999993,33878.0,94.82775748076693,21478.25
433,15,6,5,-76.09500000000003,-15219.0,96.34954369296165,21194.25000000002
434,15,6,7,-74.65250000000003,-14930.5,99.33218463382528,23203.75
435,15,6,9,-75.38375000000002,-15076.75,98.50647760780933,23134.000000000022
436,15,6,11,-77.24499999999999,-15449.0,97.42758179451543,22080.5
437,15,6,13,-80.09125,-16018.25,99.45245482752327,21795.999999999978
438,15,6,15,-76.34125,-15268.25,97.77687037793203,21551.000000000004
439,15,6,17,-70.7725,-14154.5,97.18241629489431,21565.75
440,15,6,19,-76.70124999999999,-15340.25,92.74499999999996,18548.999999999993
441,15,8,3,173.74874999999992,34749.75,93.73293991534887,21204.500000000004
442,15,8,5,-78.07000000000002,-15614.0,98.25723324831144,22439.250000000004
443,15,8,7,-75.38375000000002,-15076.75,98.50647760780933,23134.000000000022
444,15,8,9,-78.05249999999998,-15610.5,97.7022525205727,22142.74999999999
445,15,8,11,-76.69249999999997,-15338.5,98.08710940977474,22036.249999999996
446,15,8,13,-77.18249999999999,-15436.5,96.49421749263442,21943.749999999975
447,15,8,15,-69.99624999999997,-13999.25,93.11058189603327,19353.49999999999
448,15,8,17,-78.57624999999999,-15715.25,96.8401074659239,19644.499999999996
449,15,8,19,-78.95125,-15790.25,97.19808915620898,19634.499999999993
450,15,10,3,-72.8875,-14577.5,96.2097711198096,21322.25000000001
451,15,10,5,-76.44500000000002,-15289.0,96.74654347611907,22094.250000000004
452,15,10,7,-78.05249999999998,-15610.5,97.7022525205727,22142.74999999999
453,15,10,9,-76.06749999999997,-15213.5,97.54437607896949,22036.249999999993
454,15,10,11,-77.55374999999998,-15510.75,96.02848139327892,19959.999999999985
455,15,10,13,-78.99624999999997,-15799.25,95.23889515490384,19843.49999999999
456,15,10,15,-78.99999999999997,-15800.0,98.57762946022261,21120.749999999996
457,15,10,17,-77.24124999999998,-15448.25,95.96297121358378,19384.999999999993
458,15,10,19,-76.44874999999999,-15289.75,92.94249999999997,18588.499999999996
459,15,12,3,-79.09625000000003,-15819.25,98.68244424641003,21870.250000000015
460,15,12,5,-69.81500000000003,-13963.0,94.95948576343308,20977.50000000001
461,15,12,7,-77.31749999999997,-15463.5,98.60946340573095,21611.24999999997
462,15,12,9,-77.55374999999998,-15510.75,96.02848139327892,19959.999999999985
463,15,12,11,-80.20749999999998,-16041.5,96.88152432147055,20185.749999999993
464,15,12,13,-79.79999999999995,-15960.0,99.04669669319264,21221.249999999993
465,15,12,15,-78.11625,-15623.25,97.49249999999998,19498.499999999996
466,15,12,17,-78.24124999999998,-15648.25,96.82249999999998,19364.499999999996
467,15,12,19,-77.78375,-15556.75,97.16,19431.999999999996
468,15,14,3,-75.65250000000002,-15130.5,97.80071391667845,20822.75000000001
469,15,14,5,-77.45625000000001,-15491.25,99.22253727247782,21696.000000000004
470,15,14,7,-78.30749999999998,-15661.5,97.44907218365772,21478.749999999996
471,15,14,9,-74.24624999999997,-14849.25,96.88725313319378,20138.49999999999
472,15,14,11,-80.99999999999997,-16200.0,98.67097617325149,21140.749999999996
473,15,14,13,-77.99124999999998,-15598.25,96.59936501637064,19472.49999999999
474,15,14,15,-78.03999999999999,-15608.0,97.41624999999999,19483.25
475,15,14,17,-77.78375,-15556.75,97.16,19431.999999999996
476,15,14,19,-80.41874999999999,-16083.75,99.37749999999997,19875.499999999996
477,15,16,3,481.15375,96230.75,39.71806082791038,35155.25000000009
478,15,16,5,564.1137500000001,112822.75,30.879215613524792,28297.249999999913
479,15,16,7,637.9262500000001,127585.25,24.721053531725737,9034.000000000025
480,15,16,9,679.9537499999999,135990.75,22.754186584329982,9175.000000000011
481,15,16,11,636.1562500000001,127231.25,22.041707529189758,8934.000000000022
482,15,16,13,641.505,128301.0,25.870439643191684,10564.0
483,15,16,15,625.6362500000001,125127.25,24.09971956959494,9754.000000000011
484,15,16,17,600.7312500000002,120146.25,25.260434482458383,10153.999999999989
485,15,16,19,620.6575,124131.5,25.728183713363496,9903.999999999982
486,15,18,3,483.9662500000001,96793.25,40.27085695957481,35155.250000000095
487,15,18,5,600.5600000000002,120112.0,28.64126169513501,26732.250000000044
488,15,18,7,638.91875,127783.75,24.150398652667548,9033.999999999989
489,15,18,9,686.8887500000002,137377.75,22.156501683313767,8934.0
490,15,18,11,671.63875,134327.75,26.50716004334595,10823.999999999993
491,15,18,13,628.1362500000001,125627.25,23.907741706190205,9754.000000000007
492,15,18,15,602.1125000000002,120422.5,25.08802055666054,10154.000000000007
493,15,18,17,620.2825000000001,124056.5,25.728183713363496,9903.999999999982
494,15,18,19,620.5325000000001,124106.5,26.50751076445487,10203.999999999982
495,15,20,3,554.7562500000001,110951.25,29.589350648622403,26384.749999999985
496,15,20,5,635.6125000000001,127122.5,24.53339298446739,8774.000000000004
497,15,20,7,699.62875,139925.75,22.18056779671533,8933.999999999985
498,15,20,9,664.75625,132951.25,21.878692519147503,8933.999999999989
499,15,20,11,632.25,126450.0,24.2718327031787,9854.000000000004
500,15,20,13,640.1500000000001,128030.0,24.88816990820747,10154.000000000022
501,15,20,15,620.6575,124131.5,25.728183713363496,9903.999999999982
502,15,20,17,620.5325000000001,124106.5,26.50751076445487,10203.999999999982
503,15,20,19,614.16375,122832.75,28.1418238808123,10728.999999999982
504,15,22,3,637.9112500000001,127582.25,27.519905742610117,25809.750000000015
505,15,22,5,640.85125,128170.25,24.228533557927342,8774.000000000033
506,15,22,7,697.76125,139552.25,21.375851744150278,8674.00000000003
507,15,22,9,675.00625,135001.25,20.800553456963204,8493.749999999996
508,15,22,11,626.6025000000001,125320.5,25.010776260206676,10154.000000000007
509,15,22,13,652.3850000000001,130477.0,25.332514835277266,9903.999999999996
510,15,22,15,620.9137500000002,124182.75,26.318640220783564,10204.000000000004
511,15,22,17,614.16375,122832.75,28.1418238808123,10728.999999999982
512,15,22,19,620.9975000000001,124199.5,27.551656076433257,10503.999999999982
513,15,24,3,587.2650000000001,117453.0,27.22066512509652,25809.749999999985
514,15,24,5,638.7437500000001,127748.75,23.261944212414612,8493.750000000011
515,15,24,7,656.18625,131237.25,20.908078302984062,8493.750000000007
516,15,24,9,632.4037500000001,126480.75,20.800553456963204,8493.749999999996
517,15,24,11,621.3087500000001,124261.75,26.105512134923885,10153.999999999993
518,15,24,13,643.41375,128682.75,26.035911602209893,10178.999999999978
519,15,24,15,621.21625,124243.25,27.67274509298185,10729.0
520,15,24,17,614.3512500000002,122870.25,27.353454337126674,10504.000000000022
521,15,24,19,624.1100000000001,124822.0,30.444968268359005,10494.000000000011
522,15,26,3,596.9700000000001,119394.0,26.940510580333015,25809.75000000003
523,15,26,5,671.46,134292.0,21.426704526711386,21109.749999999985
524,15,26,7,670.50625,134101.25,20.908078302984062,8493.750000000007
525,15,26,9,635.7875,127157.5,21.62933752962175,8693.75
526,15,26,11,649.1350000000001,129827.0,25.46277252159605,9903.999999999996
527,15,26,13,640.96625,128193.25,26.234060057589453,10203.999999999989
528,15,26,15,621.2637500000002,124252.75,27.264704355500214,10504.000000000015
529,15,26,17,607.3162500000001,121463.25,30.30495369435389,10504.000000000015
530,15,26,19,642.5462500000002,128509.25,26.092475067996375,8993.750000000011
531,15,28,3,602.4700000000001,120494.0,26.60175062034425,25809.750000000087
532,15,28,5,671.7724999999999,134354.5,21.274663894750656,8493.749999999985
533,15,28,7,655.625,131125.0,21.24273932861064,8493.750000000004
534,15,28,9,642.7812500000002,128556.25,22.74117647058825,5799.000000000004
535,15,28,11,661.0287500000002,132205.75,22.74117647058825,5799.000000000004
536,15,28,13,637.9662500000001,127593.25,27.58381324557797,10729.000000000007
537,15,28,15,642.3175000000001,128463.5,26.994937164298065,10504.000000000022
538,15,28,17,636.1275000000002,127225.5,26.092475067996375,8993.750000000011
539,15,28,19,626.0462500000002,125209.25,27.035358114233908,9318.750000000015
540,18,6,3,156.55874999999992,31311.75,95.49553527080874,21629.5
541,18,6,5,-75.72125000000003,-15144.25,95.63672461054273,21195.25000000002
542,18,6,7,-77.32000000000002,-15464.0,97.46904728021109,22259.250000000007
543,18,6,9,-69.98250000000002,-13996.5,93.43171427278078,20640.00000000001
544,18,6,11,-79.59125,-15918.25,99.86311370688081,21885.999999999978
545,18,6,13,-76.07374999999999,-15214.75,97.42752143732135,21474.000000000004
546,18,6,15,-71.21374999999999,-14242.75,93.70660472931232,18962.000000000004
547,18,6,17,-76.45124999999999,-15290.25,92.49499999999998,18498.999999999996
548,18,6,19,-77.57624999999999,-15515.25,95.81289985312785,19244.499999999985
549,18,8,3,-75.09500000000003,-15019.0,98.40576326585068,22128.750000000007
550,18,8,5,-77.32000000000002,-15464.0,97.51283538954999,22269.250000000004
551,18,8,7,-75.48250000000002,-15096.5,95.77480691929003,21205.5
552,18,8,9,-77.89749999999998,-15579.5,99.14364139558093,21852.249999999996
553,18,8,11,-76.05749999999998,-15211.5,96.10990942273892,21327.75
554,18,8,13,-76.57624999999999,-15315.25,92.99499642601857,18864.5
555,18,8,15,-76.57624999999999,-15315.25,94.8300265699883,19094.499999999993
556,18,8,17,-77.24124999999998,-15448.25,95.96297121358378,19384.999999999993
557,18,8,19,-79.98499999999999,-15997.0,99.41124999999998,19882.249999999996
558,18,10,3,-75.72125000000003,-15144.25,96.73092759083579,21437.750000000015
559,18,10,5,-72.31500000000003,-14463.0,97.22285093476981,21477.50000000001
560,18,10,7,-78.52249999999998,-15704.5,99.7091166271217,21852.24999999997
561,18,10,9,-77.18249999999999,-15436.5,96.49421749263442,21943.749999999975
562,18,10,11,-76.74624999999997,-15349.25,95.1669026421252,19828.499999999993
563,18,10,13,-79.08,-15816.0,97.78347070617062,19752.749999999996
564,18,10,15,-80.99124999999998,-16198.25,98.51749999999998,19703.499999999996
565,18,10,17,-76.48499999999999,-15297.0,95.06624999999997,19013.249999999996
566,18,10,19,-78.03375,-15606.75,96.61499999999997,19322.999999999996
567,18,12,3,-75.65250000000002,-15130.5,97.80071391667845,20822.75000000001
568,18,12,5,-77.45625000000001,-15491.25,99.22253727247782,21696.000000000004
569,18,12,7,-79.33999999999997,-15868.0,99.59053581960889,21950.749999999996
570,18,12,9,-76.74624999999997,-15349.25,95.1669026421252,19828.499999999993
571,18,12,11,-81.00124999999997,-16200.25,97.76872846437433,20287.5
572,18,12,13,-77.99124999999998,-15598.25,97.36749999999998,19473.499999999996
573,18,12,15,-76.78375,-15356.75,96.16,19231.999999999996
574,18,12,17,-77.53375,-15506.75,96.11499999999997,19222.999999999996
575,18,12,19,-78.53375,-15706.75,97.11499999999998,19422.999999999996
576,18,14,3,-71.81875000000002,-14363.75,95.03291931266341,20352.250000000004
577,18,14,5,-76.57374999999999,-15314.75,97.87640398344777,21524.0
578,18,14,7,-77.46374999999999,-15492.75,99.8838674606508,20212.000000000007
579,18,14,9,-76.32625,-15265.25,94.17836192173458,19024.499999999993
580,18,14,11,-78.11625,-15623.25,97.49249999999998,19498.499999999996
581,18,14,13,-78.79,-15758.0,98.16624999999999,19633.249999999996
582,18,14,15,-77.53375,-15506.75,96.11499999999997,19222.999999999996
583,18,14,17,-77.46875,-15493.75,98.30435478115346,19972.250000000004
584,18,14,19,-76.0075,-15201.5,96.76624999999997,19353.249999999993
585,18,16,3,-77.40250000000005,-15480.5,97.01851938020569,20850.250000000015
586,18,16,5,-71.54875000000001,-14309.75,95.09054231563145,20269.500000000015
587,18,16,7,-79.82624999999999,-15965.25,98.0581559931464,19744.49999999999
588,18,16,9,-80.99124999999998,-16198.25,98.51749999999998,19703.499999999996
589,18,16,11,-78.79,-15758.0,98.16624999999999,19633.249999999996
590,18,16,13,-77.53375,-15506.75,96.11499999999997,19222.999999999996
591,18,16,15,-79.33375000000001,-15866.75,98.60999999999999,19721.999999999996
592,18,16,17,-80.17249999999999,-16034.5,99.15124999999996,19830.249999999993
593,18,16,19,-77.45500000000001,-15491.0,95.52374999999999,19104.75
594,18,18,3,569.235,113847.0,31.71920823396821,12735.5
595,18,18,5,569.235,113847.0,31.71920823396821,12735.5
596,18,18,7,569.235,113847.0,31.71920823396821,12735.5
597,18,18,9,569.235,113847.0,31.71920823396821,12735.5
598,18,18,11,569.235,113847.0,31.71920823396821,12735.5
599,18,18,13,569.235,113847.0,31.71920823396821,12735.5
600,18,18,15,569.235,113847.0,31.71920823396821,12735.5
601,18,18,17,569.235,113847.0,31.71920823396821,12735.5
602,18,18,19,569.235,113847.0,31.71920823396821,12735.5
603,18,20,3,593.4487500000001,118689.75,27.24940414446228,25809.750000000044
604,18,20,5,637.28625,127457.25,24.02946855272711,8774.000000000015
605,18,20,7,659.6375,131927.5,20.908078302984062,8493.750000000007
606,18,20,9,632.15375,126430.75,20.800553456963204,8493.749999999996
607,18,20,11,626.9962500000001,125399.25,25.4113642904514,10154.000000000018
608,18,20,13,621.7887500000002,124357.75,26.09985676284017,10203.999999999989
609,18,20,15,615.0662500000001,123013.25,28.1418238808123,10728.999999999982
610,18,20,17,618.92,123784.0,27.551656076433257,10503.999999999982
611,18,20,19,620.2287500000001,124045.75,31.185333630223415,10504.000000000011
612,18,22,3,605.0312500000001,121006.25,26.808988005432482,25809.75000000003
613,18,22,5,678.3975,135679.5,21.323841367327997,21109.750000000044
614,18,22,7,676.38125,135276.25,20.908078302984062,8493.750000000007
615,18,22,9,626.525,125305.0,21.756947833377133,8693.75
616,18,22,11,650.6350000000001,130127.0,25.46277252159605,9903.999999999996
617,18,22,13,617.9475000000002,123589.5,26.318640220783564,10204.000000000004
618,18,22,15,617.1387500000002,123427.75,27.353454337126664,10504.000000000018
619,18,22,17,620.2287500000001,124045.75,31.185333630223415,10504.000000000011
620,18,22,19,607.6650000000002,121533.0,30.227120908483645,10181.250000000015
621,18,24,3,609.4062500000001,121881.25,26.567522150538746,25809.750000000015
622,18,24,5,691.7087500000002,138341.75,21.15543876909285,8493.750000000004
623,18,24,7,650.9612500000001,130192.25,21.24273932861064,8493.750000000004
624,18,24,9,629.0212500000001,125804.25,22.74117647058825,5799.000000000004
625,18,24,11,644.9325000000001,128986.5,26.234060057589453,10203.999999999989
626,18,24,13,615.7950000000002,123159.0,27.939376578734958,10729.000000000018
627,18,24,15,622.3787500000001,124475.75,27.353454337126674,10504.000000000022
628,18,24,17,610.7962500000001,122159.25,30.01877277579415,10194.000000000007
629,18,24,19,629.3337500000001,125866.75,27.035358114233908,9318.750000000015
630,18,26,3,597.8487500000002,119569.75,26.468484405645555,25809.75000000003
631,18,26,5,671.9375000000001,134387.5,20.908078302984062,8493.750000000007
632,18,26,7,637.6125000000002,127522.5,22.74117647058825,5799.000000000004
633,18,26,9,658.61625,131723.25,22.74117647058825,5799.000000000004
634,18,26,11,645.4662500000001,129093.25,27.58381324557797,10729.000000000007
635,18,26,13,637.4762500000002,127495.25,27.123896090481875,10504.000000000007
636,18,26,15,607.9150000000001,121583.0,30.609253655157353,10494.000000000011
637,18,26,17,631.8337500000001,126366.75,27.035358114233908,9318.750000000015
638,18,26,19,617.3275,123465.5,27.98104265402845,9225.000000000015
639,18,28,3,626.6512500000001,125330.25,26.71540213228451,25809.750000000087
640,18,28,5,671.3837500000001,134276.75,22.74117647058825,5799.000000000004
641,18,28,7,619.9875000000002,123997.5,22.74117647058825,5799.000000000004
642,18,28,9,656.86625,131373.25,22.74117647058825,5799.000000000004
643,18,28,11,654.8412500000001,130968.25,23.893845125462786,9293.750000000004
644,18,28,13,627.8175000000001,125563.5,27.114453261757493,9293.749999999996
645,18,28,15,635.9212500000002,127184.25,26.092475067996375,8993.750000000011
646,18,28,17,623.4587500000001,124691.75,27.24928909952609,8983.750000000018
647,18,28,19,601.51875,120303.75,28.739336492890978,9475.000000000004
